,image_id,question,question_id,answer
11916,569850,How many street signs are there?,569850025,2
11917,119026,What brand of phone is this?,119026001,lg
11918,88360,What game are they playing?,88360004,frisbee
11919,217923,Is cat asleep?,217923001,no
11920,269632,What color is the  bus?,269632001,yellow
11921,133503,What country is this in?,133503000,england
11922,503518,Is there a woman sitting?,503518010,no
11923,104417,Is the stadium full?,104417002,no
11924,104095,Do these cows like to graze in pairs?,104095005,no
11925,78026,What is in the man's right hand?,78026000,donut
11926,330522,What is the function of this kiosk?,330522001,parking payment
11927,209007,What is the young boy holding?,209007016,wii remote
11928,322987,What is on the bears ears?,322987016,bow
11929,218310,Which bird has a blue head?,218310000,both
11930,363343,What movie is this character from?,363343001,star wars
11931,419386,What color is the child's sweater?,419386000,blue
11932,248193,How fast is the train moving?,248193002,slow
11933,286662,What is in the glass?,286662001,ice cream
11934,301837,Is this a kitchen?,301837000,yes
11935,538364,What is the shape on the back of the motorcycle?,538364001,square
11936,203024,What is the color of the frames that the man is wearing?,203024003,silver
11937,524962,Is the man wearing converse shoes?,524962001,yes
11938,278771,What color is the man's shirt?,278771006,red
11939,187278,Where is the best place for sand surfing?,187278000,beach
11940,401163,What color is the dog?,401163005,brown and white
11941,166837,How fast is the train going?,166837002,30 mph
11942,543961,What room is this?,543961001,bathroom
11943,326572,What is the celebration?,326572002,birthday
11944,21994,Could the elephant fall in?,21994008,yes
11945,396350,Is he skating at a bus station?,396350001,yes
11946,200770,Is the person's feet on the ground?,200770001,yes
11947,427956,What color is the fire hydrant?,427956002,brown
11948,346586,What color is the controller?,346586001,black
11949,572733,Is the plane ascending?,572733002,yes
11950,416774,Is this a porcelain toilet?,416774002,yes
11951,6921,What geometrical shapes are formed by the lines on the bed?,6921004,squares
11952,335887,What is the train number?,335887024,674
11953,500100,What can be hung with this when it's being used?,500100003,dog
11954,197263,Is the person blonde?,197263001,no
11955,38070,How small is this bathroom?,38070005,very small
11956,31620,Is this a birthday party?,31620001,no
11957,328661,Are there any clouds in the sky?,328661004,no
11958,250680,How many trees are in the picture?,250680003,2
11959,180718,Is there a towel in the kitchen?,180718008,no
11960,316782,How many boats are in the picture?,316782003,3
11961,422700,Is the person with the wristwatch ready to eat?,422700025,no
11962,57645,Where are these people?,57645022,outside
11963,291509,What color are the flowers?,291509000,white
11964,498453,Is the man wearing a shirt?,498453003,yes
11965,460266,What is the color of the plate?,460266008,white
11966,200978,Are these different pizzas?,200978010,no
11967,303204,What kind of meat is on the plates?,303204001,none
11968,412584,What time of day would you listen to the radio show advertised on the billboard?,412584000,morning
11969,462845,What color is the ball?,462845003,yellow
11970,334276,What color is the light?,334276002,red
11971,409572,Is this a family outing?,409572000,yes
11972,569526,What color is the battery socks?,569526000,orange
11973,146685,Is this Mommy and baby?,146685002,yes
11974,450404,Do you need a special license to drive this vehicle?,450404001,yes
11975,183306,Which airline does the plane belong to?,183306003,united
11976,106113,How many people are sitting?,106113005,5
11977,431364,Is this road sometimes covered with leaves?,431364001,yes
11978,192730,Is it a cloudy day?,192730009,yes
11979,532876,What does it say on the train?,532876002,alaska
11980,29357,How is the pizza cut?,29357006,yes
11981,209007,How many children?,209007009,1
11982,120572,What type of facility is this?,120572002,church
11983,66568,Are the bears boys or girls?,66568001,boys
11984,451214,Is he adding something to his food?,451214000,yes
11985,137993,How many people are walking across the bridge?,137993002,2
11986,352184,What does tower hamlet advertise?,352184001,tennis
11987,233560,Could it be summer?,233560002,yes
11988,355450,What is the floor made of?,355450001,wood
11989,204324,Is there any land shown?,204324007,yes
11990,561750,How many red suitcases are there?,561750003,5
11991,216618,What is the color of the bus?,216618003,white
11992,53183,What color is the woman's shirt?,53183004,black
11993,500533,Where is this fixture?,500533002,bathroom
11994,206838,Are the girls using saddles?,206838002,no
11995,127092,Why can't the nearest sign be read?,127092011,foreign
11996,484721,Is the microwave plugged in?,484721002,yes
11997,158957,How many strings are attached to the pole the man is holding?,158957001,3
11998,284594,What season is this likely?,284594003,winter
11999,431401,What color is the vase?,431401004,green
12000,434098,What shape does the faucet make?,434098017,round
12001,61315,What object on the counter isn't safe for the child to use?,61315002,knife
12002,122549,Does the man have a short beard?,122549077,no
12003,103127,Is the dog barking?,103127002,no
12004,222424,What time does the clock say?,222424010,2
12005,202923,What color is the umpire's clothing?,202923000,black
12006,213827,What season is this?,213827003,summer
12007,516733,How many benches are there?,516733009,0
12008,159311,How many zebras are there?,159311002,2
12009,315388,Are those Cinderella's slippers?,315388001,no
12010,148785,What is the boy doing?,148785000,standing
12011,238302,Is the cat standing on top of the table or in the litter box?,238302006,neither
12012,230119,Is it daytime or nighttime?,230119005,daytime
12013,152702,What kind of animal is this?,152702000,horse
12014,319721,Where is the horse?,319721001,outside
12015,577073,What time of the year is it?,577073001,winter
12016,66394,Is this a grandfather clock?,66394001,no
12017,333924,Is he coming in or going out?,333924001,coming in
12018,439339,Do the sundaes have spoons?,439339000,yes
12019,94746,What can you buy at this store?,94746001,suits
12020,204044,Is the stove electric?,204044001,no
12021,432607,Where is the light?,432607005,on desk
12022,216790,How many cars are in the road?,216790006,3
12023,282366,What is the fence made of?,282366002,wood
12024,561187,What natural phenomenon appears to have occurred here?,561187007,drought
12025,533976,What color is the plate?,533976002,pink
12026,174072,What is the child eating?,174072001,toothbrush
12027,104701,What is the animal eating?,104701000,grass
12028,142774,What color is the bus?,142774019,green
12029,484575,What color are the woman's socks?,484575004,white
12030,438560,What does the license plate say?,438560001,xf-80
12031,135572,Does the floor have a pattern to it?,135572015,no
12032,230268,What is this room?,230268000,bedroom
12033,243075,Is the bear in a zoo?,243075000,yes
12034,478286,Is there a road running under this train track?,478286001,yes
12035,391365,What kind of jump is the skater performing?,391365001,ollie
12036,316514,What color is the bowl?,316514001,silver
12037,40886,Is the man a basketball player?,40886004,no
12038,180510,Where is the train located?,180510010,on track
12039,237783,What color are the outfits?,237783004,white and black
12040,384670,Where on the court are the players?,384670001,on green
12041,155317,Is this a pizza or baked bread with toppings?,155317002,cake
12042,488476,How many white vases?,488476002,16
12043,266487,Does a surgeon use these tools?,266487002,no
12044,260470,What color is the man shirt?,260470007,red
12045,375573,How many animals?,375573002,2
12046,81998,What shape is the tray?,81998004,apple
12047,106272,What color hair do most of these girls have?,106272032,brown
12048,364703,Is the train moving?,364703001,yes
12049,475244,What animal is associated with this city?,475244002,kangaroo
12050,440106,What is the man doing with the object in his left hand?,440106000,holding it
12051,511066,Where is the surfer?,511066000,porch
12052,392670,What colors are on the plane's tail?,392670002,blue and yellow
12053,279208,Which is the smallest zebra?,279208001,baby
12054,278462,What type of surf maneuver is being performed?,278462006,flat
12055,2881,Are there many clouds in the sky?,2881005,no
12056,286021,What number is on the front of the train?,286021004,5700
12057,416088,Is it daytime?,416088001,yes
12058,211246,What language would the driver of this bus most likely speak?,211246000,chinese
12059,436968,What color is the motorcycle?,436968001,blue
12060,193911,What is the fence made of?,193911003,metal
12061,229740,What colors is the cat?,229740008,orange and white
12062,145369,How many elephants are in the photo?,145369006,7
12063,40515,What color is the helmet?,40515011,red
12064,444324,What kind of pants is the boy wearing?,444324035,jeans
12065,30607,Is the cat asleep?,30607009,no
12066,320641,What is the fence made of?,320641029,metal
12067,85187,What type of station is this?,85187004,bus
12068,579900,What is the color of the plate?,579900000,yellow
12069,297698,What is the highest competitive event this skier can take part in?,297698001,olympics
12070,279265,What is the man holding?,279265000,bag
12071,530820,What color is the man's shirt?,530820001,orange
12072,167240,What design is on this vase?,167240005,floral
12073,416476,Is the bear eating the bird?,416476000,no
12074,143010,What is in the vase?,143010007,rose
12075,383137,What color are the skater's pants?,383137000,white
12076,492282,How many riders are wearing protective helmets?,492282001,2
12077,371129,What is the skiing on?,371129000,snow
12078,50627,What color is the bat?,50627001,brown
12079,182755,Where is the phone?,182755002,desk
12080,526126,What sport is the man playing?,526126003,skateboarding
12081,133244,"Because Mercedes Benz, who is sponsoring this tennis match?",133244000,american express
12082,231379,Is the boy laying down?,231379001,yes
12083,236690,What color is the water?,236690001,blue
12084,575406,What color is the license plate?,575406000,yellow
12085,294247,How many engines does this plane have?,294247005,2
12086,248655,Is the woman up front in motion?,248655003,no
12087,296859,How many blue items are there?,296859001,5
12088,1525,Was the person taking this picture moving?,1525025,no
12089,350068,What color is the back of the train?,350068003,yellow
12090,50380,Who is sitting in a chair?,50380000,person
12091,438038,What kind of animal is pictured?,438038003,bird
12092,449485,Is the girls hat blue?,449485000,no
12093,173117,Is the man wearing suspenders?,173117003,yes
12094,7559,How many toothbrushes do you see?,7559000,9
12095,326312,Does the man have a home?,326312001,no
12096,282427,Is it overcast?,282427002,yes
12097,364075,Is this a real or fake giraffe?,364075002,real
12098,214471,What sauce is in the ramekin?,214471009,mustard
12099,164780,Has the sandwich been bitten?,164780002,yes
12100,443591,Are they all looking towards the camera?,443591002,no
12101,133343,Is he smoking?,133343004,no
12102,340263,What team does the batter play for?,340263003,washington nationals
12103,26654,Whose in the passenger seat?,26654003,dog
12104,24097,Is the sky clear?,24097000,yes
12105,568426,Is this a healthy meal?,568426006,no
12106,125655,Does this bicycle look brand new?,125655008,yes
12107,122239,Is the boy smiling?,122239005,yes
12108,259421,Is this a Boeing 737?,259421001,yes
12109,502852,What is the little girl doing?,502852002,using laptop
12110,245996,What company built this bathroom?,245996001,utopia
12111,56326,How many fruits are on the plate?,56326002,0
12112,537999,Is everyone wearing hats?,537999002,yes
12113,257236,How many people are in this picture?,257236001,1
12114,475150,What direction is the giraffe facing?,475150000,left
12115,368676,Is the man wearing a backpack walking two dogs?,368676000,yes
12116,359843,Is there a car in the picture?,359843008,no
12117,23666,Is this an old bathroom?,23666005,yes
12118,501760,How many condiment containers are on the table?,501760004,3
12119,518968,How many surfers are in the photo?,518968000,3
12120,262242,Does the man enjoy tennis?,262242002,yes
12121,562485,What gender is the person shown?,562485002,female
12122,416827,Is the train passing through a rural area?,416827001,yes
12123,104326,What is on the kitchen table?,104326003,placemats
12124,261426,How many slices of bread were used for this sandwich?,261426010,3
12125,535259,Is the child related to someone in the photo?,535259001,yes
12126,41276,How many planes are flying?,41276010,1
12127,112065,Is this a room where it's expected to be loud?,112065009,yes
12128,45830,Is this an abused animal?,45830005,no
12129,173434,What room is at the back of the image?,173434007,dining
12130,396200,What is in the background?,396200013,building
12131,206356,What are the people in the stands called?,206356005,fans
12132,563050,Is the water blue?,563050001,yes
12133,111347,What type of vehicle is behind the child?,111347001,train
12134,555390,What color are the traffic lights?,555390010,green
12135,490125,Why are all the birds white?,490125001,yes
12136,196085,Where does the younger man have tattoos?,196085002,arm
12137,155591,What is the green object on the left side of the computer screen?,155591008,cup
12138,189245,What is the bench made out of?,189245003,stone
12139,254994,What color is his tie?,254994023,black
12140,96241,Is the train full sized?,96241000,no
12141,246308,What are the green figurines?,246308002,ninja turtles
12142,578385,Which container has only red candy?,578385002,none
12143,112129,How many orange flowers?,112129001,2
12144,287484,How many drawers in the nightstand?,287484001,0
12145,370413,What kind of horse is the person riding?,370413005,brown
12146,332861,How many burners are being used?,332861003,1
12147,405811,How many cows are in the field?,405811004,4
12148,451679,How many chairs are pictured?,451679002,2
12149,186026,What is surrounding the area?,186026004,snow
12150,32932,Are there more men or women in the picture?,32932013,women
12151,382563,How many suitcases are there in this picture?,382563001,4
12152,333998,Can you see items inside the cabinets?,333998011,no
12153,531286,Are they going to collide?,531286005,no
12154,35489,Is the dog in a house?,35489002,no
12155,489793,What letter comes first?,489793005,q
12156,501047,Where are the elephants?,501047020,savannah
12157,493472,How old is the baby?,493472002,1
12158,182683,Is that a cat house?,182683000,yes
12159,342933,Is this healthy?,342933003,yes
12160,67310,What season is this?,67310004,summer
12161,99794,Does this appear to be an actual sporting event?,99794001,yes
12162,201727,How many chairs are pictured?,201727000,5
12163,201348,What is the cat standing under?,201348000,bike
12164,371241,Is this a race?,371241003,no
12165,451468,Does the rug match the floor?,451468002,no
12166,313130,Is the refrigerator silver?,313130005,yes
12167,283561,Are the lights on?,283561000,yes
12168,438017,How many red lights are shown?,438017003,2
12169,422212,How many tennis rackets are on the wall?,422212000,3
12170,192730,How many stories is the White House?,192730010,3
12171,67956,What does the sign say below the Stop Sign?,67956001,opposing traffic does not stop
12172,45835,What are the people holding up?,45835003,glasses
12173,151393,Are any of the signs the same?,151393002,no
12174,441286,What material is the surfers suit made of?,441286002,rubber
12175,358039,What is the name of the napkin?,358039002,california
12176,191949,What is this sport?,191949021,tennis
12177,4211,Is the woman in a green dress pretty?,4211001,yes
12178,239537,Is he behind the baseline?,239537000,yes
12179,93959,Are the plates on display for decorative purpose?,93959003,yes
12180,550350,What is placed on the chair?,550350003,crackers
12181,13729,Are they learning CPR?,13729005,no
12182,218208,What kind of vehicle is the RV pulling on the bottom picture?,218208001,truck
12183,117725,Where are the clock faces?,117725010,clock tower
12184,289949,What kind of plant is in the foreground?,289949000,palm
12185,345499,Is this animal cooling off?,345499001,yes
12186,245996,What number of sinks are in this room?,245996000,2
12187,213881,What kind of food is this?,213881003,carrot
12188,433822,Is the man wearing a plaid shirt?,433822001,yes
12189,520273,What type of engine propels the aircraft pictured?,520273003,jet
12190,250912,Is the man surfing?,250912001,no
12191,133291,Where are they eating?,133291001,pizza
12192,173907,Is there a rose within the flowers in the case?,173907003,no
12193,447233,What type of egg is in the photo?,447233014,sunny side up
12194,538595,What color are the trees?,538595000,green
12195,201207,Is he doing this in the daytime?,201207001,no
12196,451406,Who is on offense here?,451406007,man in white
12197,275488,Are there four men in the photo?,275488000,yes
12198,284341,What kind of tie is the man wearing?,284341007,black
12199,507739,Is the bird flying?,507739012,yes
12200,446799,What colors are in the photo?,446799002,"black, red, green, brown"
12201,370602,Which man has wonderfully combed hair?,370602001,0
12202,368900,Is the TV on or off?,368900004,off
12203,323295,Are the elephants eating?,323295001,no
12204,473002,Is the child happy?,473002003,no
12205,114479,What color is the purse?,114479002,tan
12206,282046,Is this a winter scene?,282046017,no
12207,579911,Is the bulldog licensed?,579911001,yes
12208,509867,Is the player wearing shorts?,509867003,no
12209,221713,What color is the man's jacket?,221713009,black
12210,535013,Is this a doughnut or bagel?,535013002,doughnut
12211,245383,What color are the lines on the street?,245383001,yellow
12212,133611,Is there anyone seen?,133611003,yes
12213,72105,What does the sign in the cake say?,72105000,bob's last meal choc cake
12214,502982,What is the color of his racket?,502982007,yellow
12215,86136,What colors are the rug?,86136001,rainbow
12216,438850,What kind of setting is this?,438850002,church
12217,325473,What are the people doing tonight?,325473001,eating
12218,203345,Is the sidewalk crowded?,203345002,no
12219,163167,What is yellow in corner?,163167028,light
12220,232612,What color is the girls cup?,232612008,white
12221,67307,How many shoes are in the suitcase?,67307007,0
12222,224862,What color is this bus?,224862001,white
12223,81251,Is the table wooden?,81251000,yes
12224,116206,Are these foods grown or butchered?,116206002,grown
12225,461036,What food is the bear trying to eat?,461036005,berries
12226,186822,What animals is displayed on the top shelf?,186822000,horse
12227,43882,What color is the bowl?,43882001,green
12228,54598,What is on the plate?,54598001,donut
12229,476331,Is this a commercial kitchen?,476331001,no
12230,579859,Where is the bus?,579859007,on road
12231,116068,Is the woman holding the kite?,116068015,no
12232,86357,Was this picture taken in the sky?,86357015,no
12233,502749,What is the name of the yellow fruit pictured above?,502749001,oranges
12234,500446,What color is the outer trim of the door?,500446002,gold
12235,50926,Will any of the kites get snagged together before the end of the day?,50926001,no
12236,562622,Has the ball been pitched?,562622001,no
12237,69015,Is the screen on?,69015003,yes
12238,505162,Where is this bus going?,505162001,kalsdonk
12239,214386,Where is she sitting?,214386005,table
12240,427639,What kind of dog is this?,427639004,dalmatian
12241,91667,Is this an ally?,91667013,no
12242,576463,Where is the man?,576463000,soccer field
12243,371869,Are there any one way streets?,371869001,yes
12244,283190,Which room is this?,283190009,kitchen
12245,79930,Is this in a major city?,79930000,no
12246,434479,What are those toys?,434479002,dolls
12247,199149,Is the man alone?,199149004,yes
12248,433804,Is the water cold?,433804001,no
12249,541909,Which sport is this?,541909007,tennis
12250,525297,What hand is she holding the phone with?,525297000,right
12251,554618,Is it a sunny day?,554618007,yes
12252,270297,What is surrounding the train tracks?,270297002,trees
12253,317035,Does the zipper work well?,317035006,no
12254,576070,Is it daytime?,576070001,yes
12255,214701,What is the tallest animal in the photo?,214701002,giraffe
12256,82668,Why do they have a towel?,82668004,yes
12257,520326,What is keeping the parked motorcycle from falling over?,520326000,kickstand
12258,568358,How many donuts are there?,568358000,20
12259,227893,What is the bus number?,227893016,508
12260,426815,Does the horse like standing in the water?,426815002,yes
12261,269489,Is a man or woman flying the kite?,269489000,woman
12262,579859,Does the sign's slogan rhyme?,579859005,no
12263,343453,Is this person wearing warm clothes?,343453001,yes
12264,333240,Is there crust?,333240006,yes
12265,48129,What is in his hand?,48129003,spoon
12266,560797,What sport is this?,560797003,baseball
12267,202387,Is it likely the lamb feels safe by the bigger sheep?,202387002,yes
12268,466774,Where is the fence?,466774001,behind elephants
12269,524536,Is the man dressed casually?,524536006,no
12270,458487,What sport is being played?,458487002,baseball
12271,523953,Is the boy wearing a blue shirt?,523953000,yes
12272,417597,What is the material of the bowl?,417597002,ceramic
12273,264382,What is the players job in the foreground?,264382001,pitcher
12274,78707,What is the number on his shirt?,78707006,5
12275,89150,What indicates that the only person without a hat on is the tour guide?,89150001,name tag
12276,58344,How many lamp post appear in the photograph?,58344002,2
12277,270189,How many lights are on the front of the bus?,270189010,2
12278,247720,Is there a blanket on the chair?,247720009,no
12279,145567,Is the dog afraid of water?,145567002,no
12280,32960,Is it a sunny day?,32960000,yes
12281,504293,What is the woman doing?,504293002,sitting
12282,136285,Would this child still be a child in 2015?,136285000,no
12283,52161,Who owns these motorcycles?,52161007,woman
12284,230739,Are there ships on the water?,230739003,yes
12285,207366,What is this sport?,207366001,soccer
12286,117432,What are they posing by?,117432001,river
12287,445561,What are the letters on the side of the plane?,445561005,d-eoju
12288,11925,How many different fruit are shown?,11925001,2
12289,493395,Is the street busy?,493395002,no
12290,274083,What kind of car?,274083005,hyundai
12291,60610,Where is the man on the motorcycle?,60610006,behind car
12292,569030,Was this taken in a city?,569030001,yes
12293,355971,What type of gemstone is in the middle of the broach?,355971002,sapphire
12294,292236,What type of event is this?,292236001,waiting for train
12295,309160,What type of floor is shown?,309160003,concrete
12296,101860,Is the stadium full?,101860002,yes
12297,487583,What room does this appear to be?,487583003,bathroom
12298,378655,Are the plates white?,378655000,yes
12299,142360,Is the skateboarder listening to music?,142360002,no
12300,71171,Is this a toast?,71171000,yes
12301,473171,What does the big sign say?,473171006,stop
12302,575473,Is there a window?,575473013,no
12303,185922,How many bikes are pictured?,185922001,5
12304,314709,Is the person skiing fast?,314709007,yes
12305,128679,What are the cats sitting on?,128679003,window sill
12306,49450,Why does the woman have her thumb up?,49450001,hitchhiking
12307,507667,Could this be in Canada?,507667001,yes
12308,150224,How many babies are seen in this picture?,150224001,2
12309,438999,Is there a filling in the cake?,438999003,no
12310,213765,Is this picture in color?,213765001,no
12311,178084,Is this a living room?,178084001,no
12312,50965,Is the light on?,50965001,no
12313,162589,What color is the tile?,162589011,white
12314,414201,Does this man have a name tag?,414201006,no
12315,568281,What kind of room is this?,568281023,living room
12316,375763,Do all the sheep have black faces?,375763000,no
12317,212507,How many buses?,212507012,3
12318,321705,Are they eating the grass?,321705000,yes
12319,41773,Is there a church in the photo?,41773007,no
12320,468704,What time does the clock show?,468704000,6:06
12321,255149,What kind of art is this?,255149000,glass
12322,31983,Is the woman a brunette?,31983003,no
12323,464176,Is there a shower curtain in this picture?,464176003,no
12324,145831,Where was the photo taken?,145831001,skate park
12325,561670,What are the white things?,561670003,sheep
12326,397734,What is on top of the hot dog?,397734009,nothing
12327,525616,How many people are wearing hats?,525616002,0
12328,333998,Is this a hotel?,333998003,no
12329,461036,Is this a chupacabra?,461036003,no
12330,130401,"Are the shoes low, medium or high heeled?",130401001,high
12331,100978,Do you see a police car?,100978001,no
12332,452201,What is the catcher's number?,452201010,51
12333,73120,What activity was taking place?,73120004,kite flying
12334,302298,Are these  giraffes contained?,302298003,no
12335,328683,What is decorating this parking meter?,328683001,beads
12336,87811,Are the players wearing matching clothes?,87811005,no
12337,257136,Are the people in the front all men?,257136012,yes
12338,343867,What are around the player's knees?,343867002,tape
12339,99604,What color shoes is this person wearing?,99604002,white
12340,259422,Are there any chips on the big plate?,259422001,yes
12341,315742,What type of computer is this?,315742000,laptop
12342,224862,Is the bus on the road?,224862000,no
12343,449406,What color are the leaves?,449406006,brown
12344,357808,How many different people are skateboarding?,357808002,1
12345,398423,What is the ethnicity of the man playing tennis?,398423001,black
12346,508730,How many kids are shown?,508730000,2
12347,291936,Is there a bicycle in this picture?,291936000,yes
12348,350975,Are all these sinks the same color?,350975002,no
12349,239448,Is the dial a clock?,239448001,yes
12350,197859,Is something on the beds?,197859002,yes
12351,418219,What kind of building can be seen through the trees?,418219003,church
12352,382973,Is her hair long?,382973006,no
12353,404678,Who is the girl looking at?,404678000,photographer
12354,244339,What color is the shirt?,244339002,white and green
12355,443737,What color is the nose of the plane?,443737000,black
12356,427189,Is frozen broccoli better than fresh broccoli?,427189002,no
12357,209989,Are those people having fun?,209989001,yes
12358,105812,Is there hot sauce?,105812076,no
12359,481480,Where is this picture taken?,481480005,race track
12360,553847,What game is being played?,553847001,guitar hero
12361,431742,Is the player wearing shorts?,431742000,yes
12362,424521,Is it getting dark?,424521001,yes
12363,457631,What type of shirt is the white shirt?,457631002,button up
12364,55002,What color is the toilet?,55002002,silver
12365,199842,What color is on the right side of the bus?,199842009,gold
12366,267910,Where is the phone?,267910011,on notebook
12367,483275,Are the elephants kicking up dirt?,483275001,yes
12368,178469,What do you think the profession of the person who sits at this desk is?,178469003,teacher
12369,322987,What is on the bear's neck?,322987009,dress
12370,281878,What's by the bed?,281878020,window
12371,131418,How many people are walking with umbrellas?,131418001,3
12372,436936,What animal is this?,436936002,bear
12373,146120,How many people are in the picture?,146120007,2
12374,191724,What type of egg dish is visible?,191724006,omelet
12375,470932,What color is the elephant?,470932000,gray
12376,100978,Is this a rural area?,100978000,no
12377,300357,Are his ankles swollen?,300357000,yes
12378,61693,Which arm is wearing a watch?,61693004,left
12379,302908,What car company is advertised here?,302908000,lexus
12380,401552,Is the kid crying?,401552001,no
12381,474186,Is this two sandwiches?,474186002,no
12382,62423,What color is the wall?,62423000,white
12383,368807,What shape is the red sign?,368807000,octagon
12384,232187,Is the boy in front of the woman?,232187003,no
12385,422670,What photo is this?,422670000,baby
12386,124327,How many umbrellas are open?,124327008,0
12387,473069,What brand is this backpack?,473069002,timbuk2
12388,501875,Does the woman look happy?,501875000,no
12389,271402,Are these children twins?,271402002,no
12390,381123,Are these boats used for fisherman?,381123009,no
12391,538934,What color is the wall?,538934008,beige
12392,319726,Are the people in the bench interested in the game?,319726000,yes
12393,539565,Where is the person skating at?,539565002,park
12394,184446,"Could this be called ""a mud bath""?",184446000,yes
12395,260910,Are the cabinets wooden?,260910002,yes
12396,518968,Are the waves very high?,518968001,yes
12397,15663,How many bikers do you see?,15663001,4
12398,299042,Can you make clothes from these animals?,299042002,yes
12399,288890,Is everyone getting a signature from a celebrity?,288890017,yes
12400,211063,Is the bird attacking the animal with the bread?,211063002,no
12401,269949,Does the clouds look like rain?,269949004,no
12402,154213,What were the scissors used for?,154213000,cutting
12403,237308,Is that a footbridge over the train?,237308000,yes
12404,112372,What is this tram or bus?,112372000,bus
12405,146805,Is the computer new?,146805002,no
12406,212525,What room is this?,212525006,bathroom
12407,407528,Is there a clock here?,407528000,yes
12408,189740,Is the flower real or fake?,189740002,real
12409,519916,What is the temperature?,519916000,cold
12410,545100,How many people are shown?,545100000,3
12411,555035,What is the object on the tank of the toilet?,555035001,toilet paper
12412,20965,What color is the court?,20965002,green
12413,60246,What is on the table?,60246006,wedding cake
12414,325391,Are there bars on the window?,325391005,yes
12415,185956,What is the man bathing?,185956002,elephant
12416,120412,Is the light red?,120412001,no
12417,407180,How many birds on sitting on the wall?,407180004,5
12418,122982,Is it an office?,122982008,yes
12419,507533,What color are the bananas?,507533000,green
12420,150347,Where is this bed probably located?,150347004,hotel
12421,213831,Are these doughnuts?,213831003,no
12422,374270,Is the boy off the ground?,374270002,yes
12423,455506,What color is the dogs toy?,455506002,green
12424,111864,Is anyone wearing a tie?,111864001,yes
12425,315601,What color are the leaves?,315601005,green
12426,3091,Does this cake appear to be chocolate?,3091005,yes
12427,118564,What sport is being played?,118564022,snowboarding
12428,250870,How many riders in picture?,250870011,1
12429,23034,What is the man in with the hat riding?,23034000,horse
12430,83565,Are these foods ready to eat?,83565001,yes
12431,36478,Where is this shot from?,36478002,sky
12432,561433,Is this a real photo or digitally enhanced?,561433003,real
12433,186345,Is the larger piece on the left or right?,186345004,left
12434,462565,Is this a one way street?,462565002,yes
12435,9270,How far away is the barn?,9270001,200 feet
12436,564366,Has the skateboarder jumped?,564366002,no
12437,281111,What is the fire sitting inside of?,281111001,oven
12438,357742,What number of trees are behind the snow bank?,357742001,10
12439,108272,What kind of hats are they wearing?,108272001,police
12440,398076,What is this woman doing?,398076002,pointing
12441,72582,How many people at the front table?,72582010,3
12442,372855,What kind of bear is this?,372855001,polar
12443,446623,What appliance is visible in this photo?,446623000,blender
12444,130527,What are these animals?,130527006,cows
12445,129735,Why does the rider have his hand pulled tight on the rope?,129735002,control
12446,571584,What kind of vehicle is shown?,571584003,bus
12447,51576,Are the zebras in flight?,51576009,no
12448,248457,What color is the umbrella?,248457000,black
12449,215723,What color is the umbrella?,215723000,orange
12450,294032,What are the men holding?,294032001,phones
12451,332351,Are the waves high?,332351004,yes
12452,69544,How many people in total are in this scene?,69544002,2
12453,434316,Is there much traffic?,434316002,no
12454,3703,How ripe are those bananas?,3703001,very
12455,186296,What color are the cat's eyes?,186296001,green
12456,69568,How many donuts are there?,69568008,0
12457,578107,How many phones are pictured on the desk?,578107003,2
12458,555197,How cold is it?,555197003,45 degrees
12459,266070,What color is the water?,266070010,blue
12460,512416,What is the color of the man's shirt?,512416022,white
12461,433505,Is this on a plane?,433505037,no
12462,470288,Is it dark?,470288002,yes
12463,39790,What color is the smoke coming out of the train engine?,39790002,black
12464,570695,What are the landscape formations in the background called?,570695013,mountains
12465,282437,How many zebras are shown?,282437001,6
12466,346954,What color is the top light?,346954011,green
12467,173544,Where is the photographer?,173544008,ground
12468,454148,Does the guy have on glasses?,454148004,no
12469,298718,What is the number on the engine?,298718001,no number
12470,177375,How many children are around the desk?,177375001,4
12471,576080,How many rolls of toilet paper are there?,576080001,2
12472,122606,What is the license plate?,122606004,00 6384
12473,92338,How many vehicles on the road?,92338005,2
12474,380706,What time of day is it?,380706010,afternoon
12475,355513,Is the snowboarder wearing goggles?,355513000,no
12476,400507,What airline is this?,400507001,or best
12477,229984,What color is the catcher's vest?,229984015,black
12478,451305,How many stripes are there?,451305003,many
12479,568358,Is there a cooler?,568358002,yes
12480,527580,How many stories is building?,527580001,4
12481,395185,What season is it?,395185004,christmas
12482,140263,Is the man at work or at home?,140263005,work
12483,341132,Whose birthday is the woman celebrating?,341132006,her own
12484,116413,What color is the pizza?,116413001,white
12485,388161,What color is  the horse's hooves?,388161002,white
12486,60449,Can you see the horizon?,60449001,yes
12487,51250,Does this horse have any distinguishable marking on his head?,51250009,yes
12488,275449,Is the wine chilled?,275449002,no
12489,70190,Do the stairs have a railing?,70190009,yes
12490,275111,Is he sitting down?,275111000,no
12491,263120,Is this a sunny day?,263120001,yes
12492,388927,What kind of food is on the napkin?,388927001,donut
12493,143010,Would this be more expensive on Valentine's Day?,143010014,yes
12494,486008,Is this bathroom dirty?,486008000,no
12495,67327,What are the letters on the tail of the airplane?,67327010,qatar
12496,94922,How many frisbees is the man holding?,94922001,2
12497,81779,Where are the donuts?,81779000,in box
12498,332844,How many people are in the water?,332844003,1
